date_time,Date,Time,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,FG,DZ,BR,SN,RA,PL,TS,WeatherTypeReported,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,CLR,FEW,SCT,BKN,OVC,VV,CloudCoverReported,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed
2/28/2019 0:51:00,2/28/2019,0:51:00,30.01,21,27,0,0,0,0,0,0,0,0,0,0,78,30.01,OVC:08 12,0,0,0,0,1,0,1,29.98,10,25,60,,6
2/28/2019 1:27:00,2/28/2019,1:27:00,30,22,27,,0,0,0,0,0,0,0,0,0,81,,OVC:08 8,0,0,0,0,1,0,1,29.97,9,25,10,,8
2/28/2019 1:29:00,2/28/2019,1:29:00,30,22,27,T,-FZ:8 DZ:01 |FZDZ |,0,1,0,0,0,0,0,1,81,,OVC:08 8,0,0,0,0,1,0,1,29.97,9,25,30,,8
2/28/2019 1:51:00,2/28/2019,1:51:00,30,22,27,T,-FZ:8 DZ:01 |FZDZ |,0,1,0,0,0,0,0,1,81,30,OVC:08 8,0,0,0,0,1,0,1,29.97,7,25,30,,7
2/28/2019 2:08:00,2/28/2019,2:08:00,30.01,23,27,T,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,85,,OVC:08 8,0,0,0,0,1,0,1,29.98,3,26,30,,8
2/28/2019 2:13:00,2/28/2019,2:13:00,30.01,23,27,0.01,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,85,,OVC:08 8,0,0,0,0,1,0,1,29.98,2,26,20,,6
2/28/2019 2:27:00,2/28/2019,2:27:00,30,24,27,0.01,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,89,,OVC:08 8,0,0,0,0,1,0,1,29.97,1,26,20,,6
2/28/2019 2:51:00,2/28/2019,2:51:00,29.99,24,27,0.02,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,89,29.99,BKN:07 8 OVC:08 12,0,0,0,1,1,0,2,29.96,1,26,30,,5
2/28/2019 3:47:00,2/28/2019,3:47:00,29.99,25,28,T,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,86,,OVC:08 6,0,0,0,0,1,0,1,29.96,4,27,360,,8
2/28/2019 3:51:00,2/28/2019,3:51:00,30,25,28,T,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,88,29.99,OVC:08 6,0,0,0,0,1,0,1,29.97,5,27,10,,7
2/28/2019 4:35:00,2/28/2019,4:35:00,30.01,25,28,0.01,-SN:03 |SN |,0,0,0,1,0,0,0,1,88,,SCT:04 9 BKN:07 17 OVC:08 23,0,0,1,1,1,0,3,29.98,9,27,20,,7
2/28/2019 4:51:00,2/28/2019,4:51:00,30.01,25,28,0.01,-SN:03 |SN |,0,0,0,1,0,0,0,1,88,30.01,FEW:02 9 BKN:07 17 OVC:08 23,0,1,0,1,1,0,3,29.98,9,27,40,,5
2/28/2019 5:22:00,2/28/2019,5:22:00,30.02,25,29,T,0,0,0,0,0,0,0,0,0,85,,BKN:07 9 BKN:07 19 OVC:08 26,0,0,0,1,1,0,2,29.99,10,28,30,,5
2/28/2019 5:51:00,2/28/2019,5:51:00,30.04,25,29,T,0,0,0,0,0,0,0,0,0,85,30.03,BKN:07 9 BKN:07 22,0,0,0,1,0,0,1,30.01,10,28,360,,7
2/28/2019 6:15:00,2/28/2019,6:15:00,30.05,25,29,,0,0,0,0,0,0,0,0,0,85,,BKN:07 10 OVC:08 25,0,0,0,1,1,0,2,30.02,10,28,10,,7
2/28/2019 6:51:00,2/28/2019,6:51:00,30.08,24,29,0,0,0,0,0,0,0,0,0,0,82,30.07,BKN:07 10 OVC:08 25,0,0,0,1,1,0,2,30.05,10,27,10,16,9
2/28/2019 6:58:00,2/28/2019,6:58:00,30.08,23,28,,0,0,0,0,0,0,0,0,0,81,,FEW:02 10 BKN:07 25 OVC:08 44,0,1,0,1,1,0,3,30.05,10,26,VRB,,7
2/28/2019 7:10:00,2/28/2019,7:10:00,30.08,23,28,,0,0,0,0,0,0,0,0,0,81,,FEW:02 24 SCT:04 29 OVC:08 43,0,1,1,0,1,0,3,30.05,10,26,340,,8
2/28/2019 7:51:00,2/28/2019,7:51:00,30.11,20,29,0,0,0,0,0,0,0,0,0,0,69,30.11,FEW:02 24 SCT:04 34 BKN:07 250,0,1,1,1,0,0,3,30.08,10,26,330,,20
2/28/2019 8:51:00,2/28/2019,8:51:00,30.13,18,30,0,0,0,0,0,0,0,0,0,0,61,30.13,FEW:02 30 SCT:04 250,0,1,1,0,0,0,2,30.1,10,26,320,25,18
2/28/2019 9:51:00,2/28/2019,9:51:00,30.14,16,31,0,0,0,0,0,0,0,0,0,0,54,30.14,FEW:02 30 SCT:04 250,0,1,1,0,0,0,2,30.11,10,26,330,26,21
2/28/2019 10:51:00,2/28/2019,10:51:00,30.15,15,32,0,0,0,0,0,0,0,0,0,0,50,30.15,FEW:02 30 SCT:04 250,0,1,1,0,0,0,2,30.12,10,27,320,28,14
2/28/2019 11:51:00,2/28/2019,11:51:00,30.17,16,32,0,0,0,0,0,0,0,0,0,0,52,30.16,FEW:02 30 SCT:04 250,0,1,1,0,0,0,2,30.14,10,27,360,,15
2/28/2019 12:51:00,2/28/2019,12:51:00,30.17,15,33,0,0,0,0,0,0,0,0,0,0,47,30.17,FEW:02 30 SCT:04 250,0,1,1,0,0,0,2,30.14,10,27,350,,15
2/28/2019 13:51:00,2/28/2019,13:51:00,30.18,13,33,0,0,0,0,0,0,0,0,0,0,43,30.17,FEW:02 55 SCT:04 250,0,1,1,0,0,0,2,30.15,10,27,360,,14
2/28/2019 14:51:00,2/28/2019,14:51:00,30.18,13,35,0,0,0,0,0,0,0,0,0,0,40,30.17,FEW:02 50 BKN:07 250,0,1,0,1,0,0,2,30.15,10,28,360,,14
2/28/2019 15:51:00,2/28/2019,15:51:00,30.19,12,35,0,0,0,0,0,0,0,0,0,0,38,30.19,FEW:02 45 BKN:07 250,0,1,0,1,0,0,2,30.16,10,28,30,,10
2/28/2019 16:51:00,2/28/2019,16:51:00,30.21,9,34,0,0,0,0,0,0,0,0,0,0,35,30.21,FEW:02 45 BKN:07 250,0,1,0,1,0,0,2,30.18,10,27,10,,10
2/28/2019 17:51:00,2/28/2019,17:51:00,30.23,9,34,0,0,0,0,0,0,0,0,0,0,35,30.23,FEW:02 150 OVC:08 240,0,1,0,0,1,0,2,30.2,10,27,50,,10
2/28/2019 18:51:00,2/28/2019,18:51:00,30.25,10,33,0,0,0,0,0,0,0,0,0,0,38,30.25,FEW:02 150 BKN:07 240,0,1,0,1,0,0,2,30.22,10,26,50,,13
2/28/2019 19:51:00,2/28/2019,19:51:00,30.27,11,32,0,0,0,0,0,0,0,0,0,0,41,30.27,BKN:07 240,0,0,0,1,0,0,1,30.24,10,26,50,,13
2/28/2019 20:51:00,2/28/2019,20:51:00,30.27,11,32,0,0,0,0,0,0,0,0,0,0,41,30.26,BKN:07 250,0,0,0,1,0,0,1,30.24,10,26,40,,13
2/28/2019 21:51:00,2/28/2019,21:51:00,30.29,6,31,0,0,0,0,0,0,0,0,0,0,35,30.29,SCT:04 210 BKN:07 250,0,0,1,1,0,0,2,30.26,10,24,50,,11
2/28/2019 22:51:00,2/28/2019,22:51:00,30.29,7,30,0,0,0,0,0,0,0,0,0,0,38,30.29,BKN:07 140 BKN:07 250,0,0,0,1,0,0,1,30.26,10,24,40,,8
2/28/2019 23:51:00,2/28/2019,23:51:00,30.28,9,29,0,0,0,0,0,0,0,0,0,0,43,30.28,BKN:07 140 OVC:08 250,0,0,0,1,1,0,2,30.25,10,23,50,,10
3/1/2019 0:51:00,3/1/2019,0:51:00,30.28,13,30,0,0,0,0,0,0,0,0,0,0,49,30.27,BKN:07 110 OVC:08 250,0,0,0,1,1,0,2,30.25,10,25,70,,11
3/1/2019 1:51:00,3/1/2019,1:51:00,30.29,14,30,0,0,0,0,0,0,0,0,0,0,51,30.29,BKN:07 100 OVC:08 250,0,0,0,1,1,0,2,30.26,10,25,60,,8
3/1/2019 2:51:00,3/1/2019,2:51:00,30.31,14,30,0,0,0,0,0,0,0,0,0,0,51,30.31,OVC:08 110,0,0,0,0,1,0,1,30.28,10,25,60,,6
3/1/2019 3:51:00,3/1/2019,3:51:00,30.29,16,30,0,0,0,0,0,0,0,0,0,0,56,30.28,BKN:07 70 OVC:08 85,0,0,0,1,1,0,2,30.26,10,26,60,,9
3/1/2019 4:51:00,3/1/2019,4:51:00,30.33,18,29,T,-SN:03 |SN |,0,0,0,1,0,0,0,1,63,30.32,OVC:08 29,0,0,0,0,1,0,1,30.3,2,25,30,,9
3/1/2019 5:02:00,3/1/2019,5:02:00,30.33,19,26,T,SN:03 s |SN s |s,0,0,0,1,0,0,0,1,75,,VV:09 15,0,0,0,0,0,1,1,30.3,0.5,24,40,,8
3/1/2019 5:09:00,3/1/2019,5:09:00,30.33,21,26,0.01,SN:03 s |SN s |s,0,0,0,1,0,0,0,1,81,,VV:09 10,0,0,0,0,0,1,1,30.3,0.5,24,40,,10
3/1/2019 5:12:00,3/1/2019,5:12:00,30.33,21,26,0.02,SN:03 s |SN s |s,0,0,0,1,0,0,0,1,81,,VV:09 4,0,0,0,0,0,1,1,30.3,0.5,24,40,,8
3/1/2019 5:43:00,3/1/2019,5:43:00,30.34,23,26,0.06,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,88,,VV:09 11,0,0,0,0,0,1,1,30.31,1,25,30,,8
3/1/2019 5:51:00,3/1/2019,5:51:00,30.34,23,26,0.07s,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,88,30.34,OVC:08 12,0,0,0,0,1,0,1,30.31,1,25,30,,8
3/1/2019 5:59:00,3/1/2019,5:59:00,30.34,23,26,T,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,88,,OVC:08 16,0,0,0,0,1,0,1,30.31,1,25,40,,7
3/1/2019 6:17:00,3/1/2019,6:17:00,30.35,23,26,0.01,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,88,,FEW:02 7 OVC:08 26,0,1,0,0,1,0,2,30.32,1.75,25,30,,7
3/1/2019 6:51:00,3/1/2019,6:51:00,30.34,23,26,0.02,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,88,30.34,FEW:02 7 OVC:08 28,0,1,0,0,1,0,2,30.31,1.75,25,40,,7
3/1/2019 7:03:00,3/1/2019,7:03:00,30.34,24,27,T,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,89,,BKN:07 9 OVC:08 22,0,0,0,1,1,0,2,30.31,1.75,26,40,,8
3/1/2019 7:34:00,3/1/2019,7:34:00,30.34,23,27,T,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,85,,FEW:02 8 SCT:04 12 OVC:08 50,0,1,1,0,1,0,3,30.31,2.5,26,70,,10
3/1/2019 7:51:00,3/1/2019,7:51:00,30.35,24,28,0.01,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,85,30.35,FEW:02 8 SCT:04 12 OVC:08 50,0,1,1,0,1,0,3,30.32,2.5,27,50,,11
3/1/2019 8:00:00,3/1/2019,8:00:00,30.35,25,28,T,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,88,,BKN:07 7 OVC:08 55,0,0,0,1,1,0,2,30.32,2.5,27,50,,13
3/1/2019 8:49:00,3/1/2019,8:49:00,30.35,25,28,,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,86,,BKN:07 9 OVC:08 47,0,0,0,1,1,0,2,30.32,2.5,27,50,,11
3/1/2019 8:51:00,3/1/2019,8:51:00,30.35,25,28,T,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,88,30.35,BKN:07 9 OVC:08 47,0,0,0,1,1,0,2,30.32,2.5,27,50,,14
3/1/2019 9:51:00,3/1/2019,9:51:00,30.35,25,28,T,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,88,30.35,BKN:07 8 OVC:08 11,0,0,0,1,1,0,2,30.32,5,27,40,,14
3/1/2019 10:47:00,3/1/2019,10:47:00,30.36,25,28,T,0,0,0,0,0,0,0,0,0,86,,SCT:04 8 OVC:08 10,0,0,1,0,1,0,2,30.33,9,27,50,,14
3/1/2019 10:51:00,3/1/2019,10:51:00,30.35,24,29,T,0,0,0,0,0,0,0,0,0,82,30.35,SCT:04 8 BKN:07 10 OVC:08 14,0,0,1,1,1,0,3,30.32,9,27,50,,13
3/1/2019 11:11:00,3/1/2019,11:11:00,30.35,25,30,,0,0,0,0,0,0,0,0,0,82,,SCT:04 10 BKN:07 17 OVC:08 55,0,0,1,1,1,0,3,30.32,10,28,50,,13
3/1/2019 11:51:00,3/1/2019,11:51:00,30.44,,17,0,0,0,0,0,0,0,0,0,0,,30.44,BKN:07 65 OVC:08 200,0,0,0,1,1,0,2,30.41,10,,290,,7
3/1/2019 12:51:00,3/1/2019,12:51:00,30.33,26,31,0,0,0,0,0,0,0,0,0,0,82,30.33,FEW:02 14 SCT:04 20 OVC:08 47,0,1,1,0,1,0,3,30.3,10,29,40,,11
3/1/2019 13:51:00,3/1/2019,13:51:00,30.32,27,32,0,0,0,0,0,0,0,0,0,0,82,30.32,SCT:04 22 OVC:08 41,0,0,1,0,1,0,2,30.29,10,30,40,,13
3/1/2019 14:51:00,3/1/2019,14:51:00,30.3,27,32,0,0,0,0,0,0,0,0,0,0,82,30.3,OVC:08 38,0,0,0,0,1,0,1,30.27,10,30,40,,13
3/1/2019 15:51:00,3/1/2019,15:51:00,30.29,27,33,0,0,0,0,0,0,0,0,0,0,78,30.28,OVC:08 35,0,0,0,0,1,0,1,30.26,10,31,50,,13
3/1/2019 16:51:00,3/1/2019,16:51:00,30.27,28,34,0,0,0,0,0,0,0,0,0,0,79,30.27,OVC:08 33,0,0,0,0,1,0,1,30.24,10,32,50,,14
3/1/2019 17:51:00,3/1/2019,17:51:00,30.27,27,33,0,0,0,0,0,0,0,0,0,0,78,30.27,OVC:08 32,0,0,0,0,1,0,1,30.24,10,31,60,,13
3/1/2019 18:51:00,3/1/2019,18:51:00,30.27,27,33,0,0,0,0,0,0,0,0,0,0,78,30.27,OVC:08 31,0,0,0,0,1,0,1,30.24,10,31,50,,13
3/1/2019 19:19:00,3/1/2019,19:19:00,30.27,28,34,,0,0,0,0,0,0,0,0,0,79,,OVC:08 29,0,0,0,0,1,0,1,30.24,10,32,50,,13
3/1/2019 19:51:00,3/1/2019,19:51:00,30.25,28,34,0,0,0,0,0,0,0,0,0,0,79,30.25,OVC:08 31,0,0,0,0,1,0,1,30.22,10,32,40,,14
3/1/2019 20:04:00,3/1/2019,20:04:00,30.25,28,34,,0,0,0,0,0,0,0,0,0,79,,BKN:07 27 OVC:08 32,0,0,0,1,1,0,2,30.22,10,32,50,,13
3/1/2019 20:51:00,3/1/2019,20:51:00,30.24,28,34,0,0,0,0,0,0,0,0,0,0,79,30.24,OVC:08 24,0,0,0,0,1,0,1,30.21,10,32,50,,13
3/1/2019 21:51:00,3/1/2019,21:51:00,30.21,26,34,0,0,0,0,0,0,0,0,0,0,73,30.21,OVC:08 22,0,0,0,0,1,0,1,30.18,10,31,60,,15
3/1/2019 22:51:00,3/1/2019,22:51:00,30.19,26,33,0,0,0,0,0,0,0,0,0,0,75,30.19,OVC:08 20,0,0,0,0,1,0,1,30.16,10,30,50,,15
3/1/2019 23:51:00,3/1/2019,23:51:00,30.15,27,33,0,0,0,0,0,0,0,0,0,0,78,30.14,OVC:08 16,0,0,0,0,1,0,1,30.12,10,31,60,,11
3/2/2019 0:06:00,3/2/2019,0:06:00,30.14,28,33,T,-SN:03 |SN |,0,0,0,1,0,0,0,1,82,,OVC:08 12,0,0,0,0,1,0,1,30.11,8,31,60,,14
3/2/2019 0:29:00,3/2/2019,0:29:00,30.13,29,32,T,-SN:03 |SN |,0,0,0,1,0,0,0,1,88,,BKN:07 8 OVC:08 14,0,0,0,1,1,0,2,30.1,8,31,50,,15
3/2/2019 0:45:00,3/2/2019,0:45:00,30.13,28,34,T,GS:08 |HAIL |PL,0,0,0,0,0,1,0,1,81,,BKN:07 8 OVC:08 14,0,0,0,1,1,0,2,30.1,7,32,50,,13
3/2/2019 0:46:00,3/2/2019,0:46:00,30.13,28,34,T,GS:08 |HAIL |PL,0,0,0,0,0,1,0,1,81,,BKN:07 8 OVC:08 14,0,0,0,1,1,0,2,30.1,7,32,50,,15
3/2/2019 0:51:00,3/2/2019,0:51:00,30.13,29,33,0.01,* * |* |*,0,0,0,0,0,0,0,0,85,30.12,BKN:07 8 OVC:08 17,0,0,0,1,1,0,2,30.1,6,31,50,,14
3/2/2019 1:01:00,3/2/2019,1:01:00,30.13,29,33,0.01,-SN:03 GS:08 BR:1 |SN |PL,0,0,1,1,0,1,0,3,85,,SCT:04 8 OVC:08 12,0,0,1,0,1,0,2,30.1,6,31,50,,16
3/2/2019 1:10:00,3/2/2019,1:10:00,30.12,29,32,0.01,-SN:03 PL:06 BR:1 |SN PL |PL,0,0,1,1,0,1,0,3,88,,FEW:02 8 OVC:08 12,0,1,0,0,1,0,2,30.09,4,31,50,,15
3/2/2019 1:36:00,3/2/2019,1:36:00,30.11,29,32,0.03,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,88,,OVC:08 12,0,0,0,0,1,0,1,30.08,4,31,40,,11
3/2/2019 1:47:00,3/2/2019,1:47:00,30.11,28,32,0.04,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,87,,OVC:08 10,0,0,0,0,1,0,1,30.08,2,31,40,,13
3/2/2019 1:51:00,3/2/2019,1:51:00,30.11,29,32,0.04,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,88,30.11,OVC:08 10,0,0,0,0,1,0,1,30.08,2,31,40,,11
3/2/2019 2:40:00,3/2/2019,2:40:00,30.08,29,32,0.04,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,88,,OVC:08 9,0,0,0,0,1,0,1,30.05,1.5,31,20,,10
3/2/2019 2:51:00,3/2/2019,2:51:00,30.08,29,31,0.06,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,92,30.07,OVC:08 9,0,0,0,0,1,0,1,30.05,1.5,30,20,,11
3/2/2019 3:20:00,3/2/2019,3:20:00,30.07,29,31,0.03,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,92,,OVC:08 9,0,0,0,0,1,0,1,30.04,0.75,30,30,,9
3/2/2019 3:51:00,3/2/2019,3:51:00,30.05,29,31,0.10s,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,92,30.05,OVC:08 7,0,0,0,0,1,0,1,30.02,0.75,30,10,,10
3/2/2019 4:51:00,3/2/2019,4:51:00,30.05,29,31,0.09,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,92,30.05,BKN:07 7 OVC:08 10,0,0,0,1,1,0,2,30.02,0.75,30,20,,13
3/2/2019 5:51:00,3/2/2019,5:51:00,30.05,29,31,0.07,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,92,30.04,BKN:07 7 OVC:08 15,0,0,0,1,1,0,2,30.02,1,30,10,,9
3/2/2019 6:13:00,3/2/2019,6:13:00,30.04,29,30,0.02,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,96,,OVC:08 10,0,0,0,0,1,0,1,30.01,1,30,10,,10
3/2/2019 6:49:00,3/2/2019,6:49:00,30.04,28,30,,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,93,,BKN:07 8 OVC:08 12,0,0,0,1,1,0,2,30.01,1,29,10,,10
3/2/2019 6:51:00,3/2/2019,6:51:00,30.04,28,30,0.04,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,92,30.03,BKN:07 10 OVC:08 14,0,0,0,1,1,0,2,30.01,1,29,10,,11
3/2/2019 7:51:00,3/2/2019,7:51:00,30.05,29,31,0.03,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,92,30.05,OVC:08 12,0,0,0,0,1,0,1,30.02,1,30,10,,8
3/2/2019 8:26:00,3/2/2019,8:26:00,30.05,29,32,0.01,-SN:03 BR:1 |SN |,0,0,1,1,0,0,0,2,88,,BKN:07 9 OVC:08 13,0,0,0,1,1,0,2,30.02,2.5,31,20,,8
3/2/2019 8:49:00,3/2/2019,8:49:00,30.04,28,32,,BR:1 ||,0,0,1,0,0,0,0,1,87,,OVC:08 11,0,0,0,0,1,0,1,30.01,2.5,31,20,,8
3/2/2019 8:51:00,3/2/2019,8:51:00,30.04,29,32,0.01,BR:1 ||,0,0,1,0,0,0,0,1,88,30.04,OVC:08 11,0,0,0,0,1,0,1,30.01,2.5,31,20,,11
3/2/2019 9:30:00,3/2/2019,9:30:00,30.03,28,33,T,0,0,0,0,0,0,0,0,0,82,,OVC:08 14,0,0,0,0,1,0,1,30,7,31,30,,13
3/2/2019 9:51:00,3/2/2019,9:51:00,30.03,28,33,T,0,0,0,0,0,0,0,0,0,82,30.03,OVC:08 14,0,0,0,0,1,0,1,30,7,31,20,,9
3/2/2019 10:16:00,3/2/2019,10:16:00,30.03,29,35,,0,0,0,0,0,0,0,0,0,78,,OVC:08 15,0,0,0,0,1,0,1,30,7,33,30,,9
3/2/2019 10:51:00,3/2/2019,10:51:00,30.04,28,34,0,0,0,0,0,0,0,0,0,0,79,30.03,OVC:08 15,0,0,0,0,1,0,1,30.01,10,32,VRB,,9
3/2/2019 11:51:00,3/2/2019,11:51:00,30.03,29,35,0,0,0,0,0,0,0,0,0,0,78,30.03,OVC:08 15,0,0,0,0,1,0,1,30,10,33,330,,6
3/2/2019 12:51:00,3/2/2019,12:51:00,30.03,29,36,0,0,0,0,0,0,0,0,0,0,76,30.02,BKN:07 18 OVC:08 40,0,0,0,1,1,0,2,30,10,33,320,,8
3/2/2019 13:49:00,3/2/2019,13:49:00,30.02,30,37,,0,0,0,0,0,0,0,0,0,75,,SCT:04 22 BKN:07 40 BKN:07 75,0,0,1,1,0,0,2,29.99,10,34,310,,7
3/2/2019 13:51:00,3/2/2019,13:51:00,30.02,30,38,0,0,0,0,0,0,0,0,0,0,73,30.02,SCT:04 22 BKN:07 40 BKN:07 75,0,0,1,1,0,0,2,29.99,10,35,300,,6
3/2/2019 14:51:00,3/2/2019,14:51:00,30.01,30,39,0,0,0,0,0,0,0,0,0,0,70,30.01,SCT:04 22 BKN:07 36 BKN:07 80,0,0,1,1,0,0,2,29.98,10,35,310,,5
3/2/2019 15:51:00,3/2/2019,15:51:00,30,29,40,0,0,0,0,0,0,0,0,0,0,65,30,FEW:02 24 BKN:07 37 BKN:07 80,0,1,0,1,0,0,2,29.97,10,36,0,,0
3/2/2019 16:51:00,3/2/2019,16:51:00,30,30,40,0,0,0,0,0,0,0,0,0,0,68,30,FEW:02 28 BKN:07 36 BKN:07 80,0,1,0,1,0,0,2,29.97,10,36,290,,3
3/2/2019 17:38:00,3/2/2019,17:38:00,30.03,30,40,,0,0,0,0,0,0,0,0,0,68,,BKN:07 28 BKN:07 36,0,0,0,1,0,0,1,30,10,36,210,,7
3/2/2019 17:51:00,3/2/2019,17:51:00,30.02,30,40,0,0,0,0,0,0,0,0,0,0,68,30.01,BKN:07 28 OVC:08 36,0,0,0,1,1,0,2,29.99,10,36,230,,7
3/2/2019 18:29:00,3/2/2019,18:29:00,30.02,30,39,,0,0,0,0,0,0,0,0,0,70,,FEW:02 28 OVC:08 36,0,1,0,0,1,0,2,29.99,10,35,200,,8
3/2/2019 18:51:00,3/2/2019,18:51:00,30.03,30,39,0,0,0,0,0,0,0,0,0,0,70,30.03,FEW:02 28 BKN:07 35 BKN:07 50,0,1,0,1,0,0,2,30,10,35,220,,9
3/2/2019 19:51:00,3/2/2019,19:51:00,30.05,30,39,0,0,0,0,0,0,0,0,0,0,70,30.05,BKN:07 33 OVC:08 42,0,0,0,1,1,0,2,30.02,10,35,260,,9
3/2/2019 20:51:00,3/2/2019,20:51:00,30.05,30,39,0,0,0,0,0,0,0,0,0,0,70,30.04,FEW:02 32 BKN:07 44,0,1,0,1,0,0,2,30.02,10,35,270,,7
3/2/2019 21:51:00,3/2/2019,21:51:00,30.07,31,39,0,0,0,0,0,0,0,0,0,0,73,30.06,BKN:07 45,0,0,0,1,0,0,1,30.04,10,36,270,,8
3/2/2019 22:51:00,3/2/2019,22:51:00,30.07,31,39,0,0,0,0,0,0,0,0,0,0,73,30.07,OVC:08 44,0,0,0,0,1,0,1,30.04,10,36,270,,10
3/2/2019 23:51:00,3/2/2019,23:51:00,30.07,30,38,0,0,0,0,0,0,0,0,0,0,73,30.06,FEW:02 49 BKN:07 150,0,1,0,1,0,0,2,30.04,10,35,270,,9
3/3/2019 0:51:00,3/3/2019,0:51:00,30.07,30,38,0,0,0,0,0,0,0,0,0,0,73,30.07,FEW:02 49 BKN:07 140,0,1,0,1,0,0,2,30.04,10,35,290,,9
3/3/2019 1:51:00,3/3/2019,1:51:00,30.07,30,38,0,0,0,0,0,0,0,0,0,0,73,30.07,FEW:02 49 BKN:07 140,0,1,0,1,0,0,2,30.04,10,35,310,,10
3/3/2019 2:51:00,3/3/2019,2:51:00,30.07,29,38,0,0,0,0,0,0,0,0,0,0,70,30.07,FEW:02 49 BKN:07 130,0,1,0,1,0,0,2,30.04,10,34,300,,10
3/3/2019 3:51:00,3/3/2019,3:51:00,30.08,29,37,0,0,0,0,0,0,0,0,0,0,73,30.08,SCT:04 50 BKN:07 130,0,0,1,1,0,0,2,30.05,10,34,310,,7
3/3/2019 4:51:00,3/3/2019,4:51:00,30.1,28,37,0,0,0,0,0,0,0,0,0,0,70,30.1,BKN:07 50 OVC:08 130,0,0,0,1,1,0,2,30.07,10,34,310,,10
3/3/2019 5:51:00,3/3/2019,5:51:00,30.11,27,37,0,0,0,0,0,0,0,0,0,0,67,30.11,SCT:04 50 SCT:04 140,0,0,1,0,0,0,1,30.08,10,33,320,,13
3/3/2019 6:51:00,3/3/2019,6:51:00,30.13,24,36,0,0,0,0,0,0,0,0,0,0,62,30.13,FEW:02 26 FEW:02 70 SCT:04 90,0,1,1,0,0,0,2,30.1,10,32,340,,11
3/3/2019 7:51:00,3/3/2019,7:51:00,30.16,21,37,0,0,0,0,0,0,0,0,0,0,52,30.16,FEW:02 36 FEW:02 60 SCT:04 90,0,1,1,0,0,0,2,30.13,10,31,340,,13
3/3/2019 8:51:00,3/3/2019,8:51:00,30.16,20,37,0,0,0,0,0,0,0,0,0,0,50,30.16,FEW:02 36 FEW:02 60 SCT:04 120,0,1,1,0,0,0,2,30.13,10,31,340,,13
3/3/2019 9:51:00,3/3/2019,9:51:00,30.15,20,38,0,0,0,0,0,0,0,0,0,0,48,30.15,FEW:02 40 FEW:02 60 SCT:04 120,0,1,1,0,0,0,2,30.12,10,32,350,,6
3/3/2019 10:51:00,3/3/2019,10:51:00,30.15,19,39,0,0,0,0,0,0,0,0,0,0,45,30.14,FEW:02 47 SCT:04 60 SCT:04 120,0,1,1,0,0,0,2,30.12,10,32,30,,5
3/3/2019 11:51:00,3/3/2019,11:51:00,30.13,19,40,0,0,0,0,0,0,0,0,0,0,43,30.12,FEW:02 44 SCT:04 60 SCT:04 120,0,1,1,0,0,0,2,30.1,10,33,0,,0
3/3/2019 12:51:00,3/3/2019,12:51:00,30.09,21,41,0,0,0,0,0,0,0,0,0,0,45,30.09,FEW:02 44 SCT:04 60 BKN:07 80,0,1,1,1,0,0,3,30.06,10,34,VRB,,7
